  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1831     3    -0.722  1.622    -0.469  0.741    -0.657  0.437    -0.546  0.284    -0.670  0.228
  1831     4    -0.526  1.077    -0.485  0.709    -0.671  0.436    -0.556  0.286    -0.674  0.227
  1831     5    -0.255  1.468    -0.738  0.750    -0.662  0.432    -0.570  0.288    -0.676  0.228
  1831     6    -0.229  1.668    -0.921  0.719    -0.668  0.442    -0.574  0.288    -0.675  0.226
  1831     7    -0.721  1.017    -0.958  0.754    -0.696  0.436    -0.582  0.286    -0.668  0.227
  1831     8    -1.352  1.159    -1.008  0.600    -0.686  0.447    -0.588  0.289    -0.666  0.226
  1831     9    -2.127  0.765    -1.004  0.606    -0.678  0.436    -0.592  0.292    -0.663  0.225
  1831    10    -1.373  1.092    -0.981  0.620    -0.677  0.435    -0.590  0.292    -0.662  0.223
  1831    11    -1.560  1.796    -1.023  0.558    -0.680  0.414    -0.614  0.294    -0.666  0.222
  1831    12    -1.208  1.630    -1.058  0.535    -0.682  0.396    -0.631  0.295    -0.666  0.220
  1832     1    -0.759  1.947    -1.044  0.525    -0.684  0.396    -0.645  0.302    -0.671  0.218
  1832     2    -1.250  1.984    -1.098  0.516    -0.686  0.390    -0.661  0.309    -0.679  0.220
  1832     3    -0.677  1.684    -1.057  0.531    -0.670  0.379    -0.681  0.310    -0.687  0.223
  1832     4    -0.248  1.331    -0.992  0.523    -0.675  0.372    -0.706  0.318    -0.687  0.226
  1832     5    -0.766  1.164    -1.010  0.546    -0.652  0.379    -0.722  0.328    -0.687  0.226
  1832     6    -0.637  1.142    -1.140  0.620    -0.643  0.392    -0.735  0.331    -0.689  0.227
  1832     7    -0.562  1.646    -1.116  0.652    -0.651  0.406    -0.745  0.333    -0.692  0.228
  1832     8    -1.995  1.528    -1.039  0.658    -0.672  0.403    -0.751  0.332    -0.692  0.227
  1832     9    -1.640  0.925    -1.053  0.651    -0.674  0.400    -0.752  0.333    -0.690  0.226
  1832    10    -0.591  0.938    -1.071  0.675    -0.694  0.386    -0.759  0.335    -0.688  0.227
  1832    11    -1.778  1.535    -1.069  0.636    -0.697  0.379    -0.778  0.341    -0.687  0.226
  1832    12    -2.763  2.159    -1.054  0.609    -0.712  0.371    -0.782  0.350    -0.676  0.225
  1833     1    -0.474  2.048    -1.061  0.606    -0.744  0.358    -0.795  0.354    -0.671  0.226
  1833     2    -0.331  1.378    -0.958  0.595    -0.765  0.348    -0.798  0.355    -0.662  0.227
  1833     3    -0.844  1.721    -0.893  0.621    -0.776  0.339    -0.816  0.357    -0.663  0.227
  1833     4    -0.462  0.950    -0.961  0.630    -0.781  0.334    -0.828  0.356    -0.663  0.228
  1833     5    -0.741  1.062    -0.769  0.571    -0.834  0.328    -0.840  0.357    -0.665  0.228
  1833     6    -0.457  0.731    -0.616  0.563    -0.890  0.329    -0.852  0.348    -0.671  0.227
  1833     7    -0.648  1.343    -0.758  0.545    -0.900  0.337    -0.852  0.347    -0.673  0.228
  1833     8    -0.760  0.735    -0.801  0.597    -0.904  0.342    -0.853  0.343    -0.672  0.228
  1833     9    -0.858  1.127    -0.705  0.511    -0.892  0.339    -0.845  0.343    -0.668  0.231
  1833    10    -1.400  0.834    -0.698  0.540    -0.902  0.340    -0.846  0.342    -0.664  0.231
  1833    11     0.519  2.026    -0.647  0.568    -0.916  0.332    -0.853  0.341    -0.662  0.231
  1833    12    -0.929  2.646    -0.666  0.554    -0.927  0.321    -0.857  0.341    -0.655  0.229
  1834     1    -2.177  1.852    -0.629  0.565    -0.929  0.314    -0.857  0.336    -0.658  0.228
  1834     2    -0.843  1.902    -0.612  0.590    -0.931  0.312    -0.843  0.335    -0.661  0.230
  1834     3     0.311  1.161    -0.587  0.581    -0.918  0.311    -0.864  0.332    -0.663  0.233
  1834     4    -0.380  1.022    -0.524  0.606    -0.904  0.311    -0.865  0.333    -0.668  0.237
  1834     5    -0.130  0.756    -0.540  0.521    -0.915  0.312    -0.875  0.325    -0.672  0.240
  1834     6    -0.682  0.786    -0.501  0.465    -0.907  0.315    -0.878  0.319    -0.675  0.243
  1834     7    -0.212  1.023    -0.319  0.489    -0.906  0.324    -0.878  0.322    -0.679  0.245
  1834     8    -0.554  0.802    -0.273  0.433    -0.896  0.340    -0.872  0.320    -0.681  0.244
  1834     9    -0.561  1.144    -0.373  0.446    -0.910  0.334    -0.871  0.319    -0.684  0.244
  1834    10    -0.641  0.802    -0.397  0.418    -0.937  0.341    -0.876  0.315    -0.683  0.243
  1834    11     0.325  1.018    -0.486  0.418    -0.947  0.349    -0.886  0.321    -0.689  0.243
  1834    12    -0.455  1.474    -0.550  0.421    -0.960  0.347    -0.898  0.325    -0.703  0.242
  1835     1     0.005  2.315    -0.641  0.423    -0.965  0.342    -0.902  0.326    -0.705  0.242
  1835     2    -0.289  1.424    -0.736  0.425    -0.947  0.343    -0.919  0.325    -0.711  0.241
  1835     3    -0.897  1.423    -0.876  0.440    -0.942  0.343    -0.923  0.324    -0.713  0.242
  1835     4    -0.659  1.137    -0.943  0.438    -0.959  0.346    -0.931  0.322    -0.717  0.242
  1835     5    -1.203  1.087    -1.114  0.468    -0.962  0.353    -0.924  0.321    -0.718  0.244
  1835     6    -1.447  1.055    -1.273  0.530    -0.937  0.343    -0.920  0.317    -0.723  0.247
  1835     7    -1.305  0.776    -1.347  0.656    -0.987  0.332    -0.923  0.313    -0.722  0.246
  1835     8    -1.692  0.717    -1.397  0.627    -1.010  0.329    -0.926  0.312    -0.721  0.243
  1835     9    -2.241  0.842    -1.324  0.676    -1.023  0.315    -0.923  0.308    -0.721  0.242
  1835    10    -1.446  0.881    -1.361  0.661    -1.032  0.311    -0.928  0.303    -0.722  0.244
  1835    11    -1.732  2.056    -1.355  0.645    -1.044  0.319    -0.957  0.304    -0.726  0.243
  1835    12    -2.356  1.772    -1.310  0.598    -1.048  0.316    -0.978  0.304    -0.731  0.244
  1836     1    -0.892  1.740    -1.267  0.581    -1.038  0.315    -0.991  0.309    -0.726  0.239
  1836     2    -0.881  1.405    -1.253  0.640    -1.030  0.311    -0.992  0.310    -0.718  0.244
  1836     3    -0.024  1.128    -1.179  0.615    -1.033  0.306    -1.002  0.310    -0.712  0.244
  1836     4    -1.103  0.964    -1.099  0.584    -1.021  0.311    -1.010  0.309    -0.716  0.247
  1836     5    -1.124  0.944    -1.142  0.509    -1.045  0.305    -1.013  0.303    -0.720  0.247
  1836     6    -0.914  0.711    -1.006  0.501    -1.046  0.297    -1.015  0.297    -0.718  0.247
  1836     7    -0.791  0.579    -0.988  0.607    -1.017  0.292    -1.008  0.295    -0.716  0.247
  1836     8    -1.519  1.790    -0.969  0.721    -1.000  0.286    -0.998  0.292    -0.712  0.247
  1836     9    -1.351  0.781    -1.092  0.706    -1.051  0.289    -0.990  0.293    -0.709  0.250
  1836    10    -0.491  1.536    -1.158  0.734    -1.054  0.291    -0.983  0.291    -0.710  0.249
  1836    11    -2.247  2.139    -1.179  0.711    -1.070  0.293    -0.981  0.290    -0.717  0.249
  1836    12    -0.726  1.263    -1.219  0.710    -1.075  0.299    -0.979  0.289    -0.722  0.251
  1837     1    -0.679  2.598    -1.225  0.717    -1.071  0.303    -0.980  0.288    -0.725  0.254
  1837     2    -0.645  2.767    -1.175  0.734    -1.059  0.304    -0.974  0.293    -0.729  0.255
  1837     3    -1.507  1.395    -1.174  0.742    -1.071  0.311    -0.965  0.289    -0.737  0.256
  1837     4    -1.887  1.146    -1.267  0.711    -1.078  0.311    -0.963  0.288    -0.743  0.260
  1837     5    -1.382  1.890    -1.242  0.707    -1.119  0.313    -0.963  0.288    -0.748  0.264
  1837     6    -1.388  0.853    -1.290  0.699    -1.153  0.313    -0.965  0.288    -0.751  0.264
  1837     7    -0.863  0.909    -1.520  0.628    -1.153  0.308    -0.967  0.288    -0.753  0.265
  1837     8    -0.926  1.000    -1.611  0.596    -1.166  0.309    -0.956  0.290    -0.754  0.266
  1837     9    -1.335  0.619    -1.621  0.577    -1.172  0.312    -0.952  0.291    -0.751  0.266
  1837    10    -1.613  0.948    -1.549  0.543    -1.168  0.315    -0.955  0.291    -0.751  0.268
  1837    11    -1.944  1.672    -1.551  0.485    -1.151  0.315    -0.950  0.289    -0.754  0.269
  1837    12    -1.295  1.586    -1.496  0.473    -1.128  0.314    -0.926  0.282    -0.758  0.274
  1838     1    -3.441  1.655    -1.426  0.467    -1.102  0.319    -0.918  0.277    -0.759  0.276
  1838     2    -1.738  1.526    -1.371  0.460    -1.088  0.326    -0.909  0.275    -0.751  0.276
  1838     3    -1.634  1.374    -1.347  0.470    -1.069  0.331    -0.906  0.270    -0.754  0.278
  1838     4    -1.016  1.185    -1.273  0.476    -1.075  0.329    -0.906  0.271    -0.757  0.280
  1838     5    -1.410  0.723    -1.187  0.496    -1.079  0.336    -0.911  0.275    -0.760  0.281
  1838     6    -0.728  0.737    -1.162  0.479    -1.067  0.336    -0.915  0.275    -0.764  0.277
  1838     7    -0.018  0.856    -0.913  0.485    -1.083  0.341    -0.914  0.277    -0.764  0.276
  1838     8    -0.274  0.787    -0.751  0.473    -1.080  0.339    -0.913  0.277    -0.765  0.275
  1838     9    -1.039  0.790    -0.844  0.455    -1.111  0.347    -0.913  0.277    -0.761  0.277
  1838    10    -0.723  1.131    -0.803  0.453    -1.119  0.347    -0.906  0.279    -0.762  0.277
  1838    11    -0.916  1.378    -0.778  0.473    -1.110  0.347    -0.920  0.274    -0.764  0.277
  1838    12    -0.999  1.220    -0.798  0.465    -1.102  0.349    -0.911  0.269    -0.768  0.277
  1839     1    -0.445  1.641    -0.797  0.470    -1.087  0.353    -0.898  0.265    -0.768  0.272
  1839     2     0.206  1.732    -0.762  0.482    -1.065  0.360    -0.900  0.262    -0.764  0.271
  1839     3    -2.758  1.422    -0.781  0.482    -1.062  0.358    -0.907  0.267    -0.763  0.269
  1839     4    -0.524  0.867    -0.806  0.480    -1.062  0.347    -0.912  0.267    -0.766  0.269
  1839     5    -1.106  0.715    -0.909  0.525    -1.047  0.332    -0.921  0.270    -0.771  0.265
  1839     6    -0.966  0.784    -1.035  0.559    -1.052  0.328    -0.921  0.272    -0.770  0.261
  1839     7    -0.004  0.751    -0.998  0.570    -1.055  0.314    -0.924  0.273    -0.770  0.262
  1839     8     0.145  0.841    -1.103  0.533    -1.053  0.307    -0.927  0.271    -0.769  0.260
  1839     9    -1.274  0.750    -0.978  0.524    -1.020  0.311    -0.933  0.274    -0.767  0.259
  1839    10    -1.021  0.900    -0.968  0.518    -0.989  0.304    -0.933  0.274    -0.767  0.256
  1839    11    -2.153  1.384    -0.892  0.526    -0.980  0.301    -0.950  0.271    -0.764  0.258
  1839    12    -2.515  1.378    -0.819  0.521    -0.971  0.306    -0.961  0.268    -0.766  0.258
  1840     1     0.004  1.607    -0.794  0.512    -0.970  0.309    -0.959  0.263    -0.775  0.256
  1840     2    -1.051  1.698    -0.877  0.480    -0.966  0.313    -0.969  0.266    -0.780  0.257
  1840     3    -1.260  1.177    -0.866  0.470    -0.962  0.313    -0.966  0.266    -0.778  0.255
  1840     4    -0.406  0.938    -0.928  0.474    -0.951  0.311    -0.961  0.270    -0.784  0.256
  1840     5    -0.187  1.042    -0.913  0.494    -0.939  0.306    -0.959  0.272    -0.785  0.256
  1840     6    -0.097  0.734    -0.840  0.508    -0.915  0.297    -0.952  0.274    -0.784  0.255
  1840     7     0.295  0.798    -0.995  0.493    -0.849  0.300    -0.943  0.279    -0.786  0.254
  1840     8    -0.853  0.754    -0.965  0.448    -0.807  0.304    -0.932  0.282    -0.784  0.253
  1840     9    -1.134  0.675    -1.021  0.433    -0.788  0.309    -0.921  0.285    -0.780  0.253
  1840    10    -1.768  0.839    -1.117  0.436    -0.780  0.307    -0.922  0.289    -0.780  0.251
  1840    11    -1.970  1.139    -1.150  0.415    -0.778  0.310    -0.915  0.295    -0.791  0.252
  1840    12    -1.639  1.006    -1.179  0.427    -0.783  0.309    -0.911  0.299    -0.800  0.252
  1841     1    -1.866  1.364    -1.191  0.434    -0.790  0.310    -0.897  0.297    -0.799  0.253
  1841     2    -0.684  1.401    -1.139  0.467    -0.797  0.311    -0.888  0.298    -0.799  0.252
  1841     3    -1.935  1.189    -1.144  0.467    -0.793  0.309    -0.878  0.300    -0.801  0.251
  1841     4    -1.560  1.293    -1.038  0.457    -0.791  0.305    -0.876  0.303    -0.803  0.253
  1841     5    -0.575  0.673    -0.985  0.455    -0.795  0.300    -0.869  0.304    -0.802  0.251
  1841     6    -0.450  0.868    -0.932  0.491    -0.776  0.301    -0.861  0.302    -0.802  0.250
  1841     7     0.145  0.847    -0.849  0.457    -0.778  0.300    -0.850  0.302    -0.798  0.248
  1841     8    -0.225  0.953    -0.834  0.477    -0.800  0.305    -0.835  0.303    -0.793  0.247
  1841     9    -1.198  0.556    -0.635  0.476    -0.763  0.312    -0.827  0.303    -0.785  0.247
  1841    10    -0.485  0.641    -0.508  0.457    -0.770  0.318    -0.831  0.299    -0.780  0.248
  1841    11    -1.334  0.971    -0.528  0.441    -0.772  0.320    -0.821  0.292    -0.778  0.249
  1841    12    -1.004  1.739    -0.564  0.416    -0.768  0.322    -0.813  0.289    -0.775  0.250
  1842     1    -0.878  1.683    -0.642  0.401    -0.777  0.320    -0.805  0.282    -0.772  0.250
  1842     2    -0.504  1.476    -0.679  0.394    -0.795  0.316    -0.796  0.277    -0.770  0.253
  1842     3     0.457  1.025    -0.674  0.395    -0.796  0.311    -0.793  0.279    -0.773  0.251
  1842     4    -0.029  0.826    -0.711  0.397    -0.788  0.310    -0.780  0.278    -0.775  0.252
  1842     5    -0.817  0.660    -0.704  0.400    -0.781  0.310    -0.774  0.277    -0.772  0.254
  1842     6    -0.885  0.825    -0.606  0.402    -0.768  0.309    -0.768  0.279    -0.771  0.254
  1842     7    -0.795  0.799    -0.491  0.395    -0.765  0.305    -0.761  0.281    -0.768  0.253
  1842     8    -0.665  0.656    -0.383  0.394    -0.771  0.296    -0.758  0.284    -0.762  0.254
  1842     9    -1.141  0.489    -0.462  0.402    -0.760  0.297    -0.750  0.285    -0.758  0.255
  1842    10    -0.924  0.735    -0.502  0.407    -0.755  0.295    -0.742  0.285    -0.757  0.255
  1842    11    -1.246  0.811    -0.545  0.410    -0.767  0.290    -0.730  0.282    -0.755  0.255
  1842    12     0.164  1.093    -0.554  0.402    -0.776  0.291    -0.734  0.280    -0.743  0.253
  1843     1     0.503  1.218    -0.525  0.407    -0.784  0.293    -0.723  0.282    -0.744  0.251
  1843     2     0.793  1.159    -0.527  0.404    -0.777  0.297    -0.703  0.283    -0.746  0.251
  1843     3    -0.488  1.130    -0.501  0.409    -0.773  0.298    -0.693  0.284    -0.748  0.249
  1843     4    -0.516  0.831    -0.472  0.403    -0.769  0.305    -0.686  0.285    -0.748  0.250
  1843     5    -1.328  0.820    -0.466  0.402    -0.751  0.302    -0.680  0.287    -0.746  0.253
  1843     6    -0.992  0.649    -0.465  0.410    -0.755  0.308    -0.676  0.288    -0.745  0.254
  1843     7    -0.448  0.860    -0.556  0.419    -0.711  0.303    -0.675  0.290    -0.741  0.254
  1843     8    -0.689  0.579    -0.714  0.398    -0.695  0.307    -0.678  0.292    -0.738  0.255
  1843     9    -0.829  0.642    -0.718  0.399    -0.645  0.305    -0.678  0.293    -0.736  0.255
  1843    10    -0.582  0.625    -0.755  0.421    -0.632  0.313    -0.677  0.294    -0.733  0.256
  1843    11    -1.172  0.870    -0.748  0.440    -0.629  0.313    -0.676  0.293    -0.740  0.253
  1843    12     0.180  1.018    -0.722  0.443    -0.620  0.306    -0.679  0.291    -0.739  0.250
  1844     1    -0.592  1.253    -0.731  0.432    -0.613  0.304    -0.680  0.288    -0.735  0.249
  1844     2    -1.103  1.298    -0.751  0.432    -0.606  0.300    -0.686  0.290    -0.737  0.247
  1844     3    -0.534  1.239    -0.793  0.430    -0.591  0.302    -0.662  0.289    -0.741  0.248
  1844     4    -0.966  1.011    -0.794  0.428    -0.600  0.304    -0.667  0.291    -0.742  0.246
  1844     5    -1.239  0.812    -0.840  0.425    -0.595  0.305    -0.667  0.292    -0.742  0.247
  1844     6    -0.685  0.721    -0.997  0.418    -0.574  0.304    -0.662  0.293    -0.742  0.247
  1844     7    -0.552  0.588    -0.932  0.424    -0.556  0.303    -0.661  0.294    -0.740  0.247
  1844     8    -0.928  0.628    -0.960  0.425    -0.539  0.300    -0.665  0.292    -0.738  0.246
  1844     9    -1.333  0.591    -0.966  0.401    -0.567  0.299    -0.663  0.291    -0.738  0.247
  1844    10    -0.589  0.654    -0.893  0.384    -0.571  0.305    -0.657  0.290    -0.733  0.247
  1844    11    -1.729  0.780    -0.864  0.379    -0.568  0.309    -0.642  0.288    -0.735  0.245
  1844    12    -1.704  1.001    -0.863  0.386    -0.564  0.308    -0.634  0.284    -0.733  0.244
  1845     1     0.192  1.284    -0.829  0.397    -0.553  0.307    -0.649  0.282    -0.733  0.242
  1845     2    -1.444  1.158    -0.787  0.409    -0.549  0.311    -0.640  0.280    -0.732  0.241
  1845     3    -0.603  0.958    -0.753  0.415    -0.537  0.314    -0.632  0.280    -0.731  0.240
  1845     4    -0.088  0.844    -0.830  0.453    -0.532  0.316    -0.638  0.282    -0.727  0.240
  1845     5    -0.898  0.801    -0.763  0.469    -0.520  0.317    -0.647  0.281    -0.722  0.241
  1845     6    -0.668  0.858    -0.775  0.513    -0.554  0.323    -0.649  0.283    -0.718  0.241
  1845     7    -0.149  0.889    -0.727  0.518    -0.596  0.323    -0.650  0.284    -0.714  0.241
  1845     8    -0.421  0.635    -0.586  0.517    -0.599  0.328    -0.641  0.287    -0.709  0.241
  1845     9    -0.926  0.586    -0.445  0.517    -0.598  0.331    -0.637  0.288    -0.703  0.242
  1845    10    -1.506  1.185    -0.503  0.549    -0.592  0.336    -0.631  0.291    -0.700  0.241
  1845    11    -0.924  1.112    -0.459  0.545    -0.582  0.338    -0.626  0.291    -0.696  0.245
  1845    12    -1.854  1.083    -0.398  0.514    -0.569  0.343    -0.622  0.289    -0.692  0.243
  1846     1     0.768  2.258    -0.340  0.500    -0.560  0.345    -0.607  0.290    -0.688  0.244
  1846     2     0.252  1.714    -0.284  0.496    -0.559  0.350    -0.607  0.289    -0.688  0.245
  1846     3     1.085  1.124    -0.234  0.492    -0.563  0.351    -0.599  0.287    -0.691  0.243
  1846     4    -0.780  1.454    -0.192  0.512    -0.563  0.354    -0.595  0.288    -0.689  0.243
  1846     5    -0.372  0.890    -0.201  0.496    -0.556  0.355    -0.591  0.290    -0.687  0.244
  1846     6     0.062  0.595    -0.027  0.449    -0.583  0.349    -0.588  0.292    -0.683  0.244
  1846     7     0.551  0.530    -0.072  0.433    -0.582  0.347    -0.588  0.293    -0.681  0.243
  1846     8     0.252  0.637    -0.054  0.425    -0.571  0.343    -0.587  0.292    -0.679  0.241
